[2009/05/11 14:10:00] -0.75680249530792825137
[2009/05/11 14:11:00] -0.76330098276707352049
[2009/05/11 14:12:00] -0.76972314076402411428
[2009/05/11 14:13:00] -0.77606832708833211818
[2009/05/11 14:14:00] -0.78233590722665273904
[2009/05/11 14:15:00] -0.78852525442619511083
[2009/05/11 14:16:00] -0.79463574975739705145
[2009/05/11 14:17:00] -0.80066678217581750318
[2009/05/11 14:18:00] -0.80661774858324046757
[2009/05/11 14:19:00] -0.81248805388798432447
[2009/05/11 14:20:00] -0.81827711106441050426
[2009/05/11 14:21:00] -0.82398434121162556257
[2009/05/11 14:22:00] -0.82960917361137078716
[2009/05/11 14:23:00] -0.83515104578509354821
[2009/05/11 14:24:00] -0.84060940355019468487
[2009/05/11 14:25:00] -0.84598370107544630333
[2009/05/11 14:26:00] -0.85127340093557444478
[2009/05/11 14:27:00] -0.85647797416500116491
[2009/05/11 14:28:00] -0.86159690031074065096
[2009/05/11 14:29:00] -0.86662966748444408656
[2009/05/11 14:30:00] -0.87157577241358806001
[2009/05/11 14:31:00] -0.87643472049180139730
[2009/05/11 14:32:00] -0.88120602582832538699
[2009/05/11 14:33:00] -0.88588921129660245121
[2009/05/11 14:34:00] -0.89048380858198840379
[2009/05/11 14:35:00] -0.89498935822858352446
[2009/05/11 14:36:00] -0.89940540968517776589
[2009/05/11 14:37:00] -0.90373152135030549927
[2009/05/11 14:38:00] -0.90796726061640529287
[2009/05/11 14:39:00] -0.91211220391308030765
[2009/05/11 14:40:00] -0.91616593674945498403
[2009/05/11 14:41:00] -0.92012805375562378396
[2009/05/11 14:42:00] -0.92399815872318784374
[2009/05/11 14:43:00] -0.92777586464487548368
[2009/05/11 14:44:00] -0.93146079375324261279
[2009/05/11 14:45:00] -0.93505257755844915838
[2009/05/11 14:46:00] -0.93855085688510774299
[2009/05/11 14:47:00] -0.94195528190820092382
[2009/05/11 14:48:00] -0.94526551218806340294
[2009/05/11 14:49:00] -0.94848121670442571014
[2009/05/11 14:50:00] -0.95160207388951595403
[2009/05/11 14:51:00] -0.95462777166021633123
[2009/05/11 14:52:00] -0.95755800744927117811
[2009/05/11 14:53:00] -0.96039248823554344419
[2009/05/11 14:54:00] -0.96313093057331656172
[2009/05/11 14:55:00] -0.96577306062063878103
[2009/05/11 14:56:00] -0.96831861416670713762
[2009/05/11 14:57:00] -0.97076733665828831221
[2009/05/11 14:58:00] -0.97311898322517374193
[2009/05/11 14:59:00] -0.97537331870466643720
